CNN2,Ensamble of networks,CNN3
0.6307624113475178,0.657173463356974,0.5940085697399528
0.5862145390070922,0.6699172576832151,0.5600620567375887
0.6330895390070922,0.6708037825059102,0.6404033687943262
0.59197695035461,0.6596852836879432,0.6386672576832151
0.6406988770685579,0.6631575059101655,0.648899231678487
