linear_ovo,linear_ovr,linear_ecoc,poly_ovo,poly_ovr,poly_ecoc,rbf_ovo,rbf_ovr,rbf_ecoc,sigmoid_ovo,sigmoid_ovr,sigmoid_ecoc
0.8710217755443886,0.8512562814070351,0.7912897822445562,0.8080402010050252,0.8412060301507538,0.7932998324958124,0.8663316582914573,0.857286432160804,0.8552763819095477,0.8716917922948074,0.847571189279732,0.7638190954773869
